3       224.224
13      1011.786
23      824.415
33      1490.012
43      1574.314
53      1497.974
63      1469.871
73      2050.356
83      2327.895
93      2347.395
103     2493.252
113     3065.421
123     3536.684
133     4109.794
143     3499.600
153     4050.860
163     4095.739
173     4489.247
183     4404.600
193     4820.291
203     5154.194
213     5467.755
223     5488.884
233     6057.367
243     6199.690
253     6115.453
263     6387.465
273     6700.115
